Robin_public_Carolina,Robin_lodging_Dorthy,Robin_education_Zenia,Robin_office_Dina,Robin_education_Derick,Robin_education_Della,Robin_education_Leslie,Robin_office_Sammie,Robin_education_Mercedes,Robin_education_Julius,Robin_education_Lashandra,Robin_education_Lizbeth,Robin_office_Gayle,Robin_office_Shirlene,Robin_education_Madeline,Robin_lodging_Phillip,Robin_education_Jasper,Robin_office_Wai,Robin_education_Terrance,Robin_lodging_Elmer,Robin_office_Addie,Robin_education_Cecilia,Robin_education_Kiera,Robin_lodging_Pricilla,Robin_education_So,Robin_office_Maryann,Robin_office_Serena,Robin_education_Derrick,Robin_education_Megan,Robin_office_Adolph,Robin_office_Lindsay,Robin_education_Takako,Robin_lodging_Oliva,Robin_office_Victor,Robin_education_Margarito,Robin_public_Cami,Robin_education_Kristopher,Robin_education_Billi,Robin_lodging_Celia,Robin_office_Donald,Robin_assembly_Colleen,Robin_office_Soledad,Robin_education_Audrea,Robin_office_Saul,Robin_lodging_Donna,Robin_office_Antonina,Robin_office_Erma,Robin_office_Zelma,Robin_lodging_Renea,Robin_lodging_Armand,Robin_education_Karyl,Robin_lodging_Janie,Shrew_office_Sherill,Shrew_office_Rose,Shrew_office_Nora,Shrew_office_Katherine,Shrew_office_Ila,Shrew_office_Doug,Shrew_office_Doris,Shrew_office_Lin,Shrew_office_Kenneth,Mouse_health_Buddy,Mouse_health_Modesto,Mouse_lodging_Vicente,Mouse_health_Justin,Mouse_health_Ileana,Mouse_health_Estela,Mouse_science_Micheal
194.0,44.4,181.75,51.0,682.0,0.7492,995.25,145.5,300.758,460.2,486.0,135.4,89.75,47.25,432.625,70.4,176.5,249.5,296.5,173.0,28.9,64.5,120.625,97.9,640.375,286.6,55.8,534.438,226.0,33.188,83.5,151.8,82.6,84.0,560.0,98.5,130.7,72.4,102.5,213.75,108.0,15.594,345.75,15.6,31.875,486.6,14.1,184.5,172.8,62.313,37.1917,200.988,433.5,11.6,232.4,67.6,202.0,101.1,245.2,426.2,45.1,17.6449,996.59,60.0,687.663,95.0,476.0,336.4486
191.625,57.5,167.25,46.5,663.0,0.7492,932.0,128.5,267.664,377.4,463.0,134.0,80.25,44.5,408.0,74.9,169.7,191.1,291.9,167.6,24.3,58.0,106.875,112.5,593.75,270.0,46.1,510.0,216.0,30.0,71.75,143.5,87.4,72.5,547.0,92.25,124.1,61.8,103.6,181.75,124.5,13.188,325.5,13.9,32.5,450.3,11.5,174.0,163.0,65.687,32.1907,217.975,380.0,9.9,214.9,69.9,170.0,89.8,217.5,413.8,41.3,17.6449,942.927,70.0,644.739,82.0,445.0,336.4486
182.25,54.1,155.0,45.0,662.5,0.7492,844.5,121.0,248.961,341.0,403.0,132.2,70.25,41.25,388.25,77.9,168.4,145.8,283.5,144.6,21.6,54.0,93.0,111.8,547.625,266.4,41.0,461.312,203.0,29.937,65.25,141.4,91.5,63.5,531.0,85.0,115.7,48.8,96.2,163.75,121.25,9.843,310.562,14.0,33.875,434.5,11.4,162.5,110.4,62.813,30.2537,215.6,321.5,9.2,211.7,62.5,147.7,84.6,199.0,385.4,37.1,17.6449,923.595,50.0,632.295,74.0,383.0,336.4486
165.25,47.1,134.5,41.5,633.5,0.7492,817.25,102.75,238.531,305.4,394.0,130.6,68.0,40.0,372.875,82.9,162.2,122.0,261.4,145.6,19.9,41.0,85.5,105.5,529.875,247.6,39.3,435.43800000000016,197.0,24.688,63.5,132.6,78.9,59.5,514.5,84.0,112.1,38.5,86.8,157.0,106.5,8.937999999999997,303.688,13.7,36.75,409.0,10.8,134.5,105.9,43.687,25.0037,217.562,305.0,9.0,165.2,54.4,140.8,82.0,183.3,371.9,39.7,17.6449,906.985,60.0,589.163,64.0,356.0,336.4486
161.5,45.1,130.5,36.5,598.5,0.7492,773.75,90.75,226.43,283.6,383.0,129.6,65.25,34.0,357.875,75.8,160.5,116.3,254.3,127.8,20.2,41.0,70.875,93.7,502.375,237.9,37.5,404.187,192.0,23.5,55.0,130.5,78.8,46.5,506.5,81.5,106.6,36.6,79.7,122.5,104.75,9.062,314.312,13.7,31.5,390.7,10.6,116.5,104.3,53.7323,23.7537,214.075,271.0,8.6,121.5,45.0,134.8,76.5,175.2,356.2,40.0,17.6449,880.95,50.0,555.969,55.0,338.0,336.4486
148.438,43.1,127.0,31.0,584.0,0.7492,753.0,83.0,212.242,258.8,363.0,126.6,42.0,30.75,343.625,67.3,157.5,115.2,244.8,123.5,20.1,43.5,62.875,93.1,487.5,233.4,36.5,384.0,190.5,20.875,48.0,131.3,68.7,39.5,504.5,80.25,105.1,36.1,70.8,116.0,81.75,9.063,291.0,13.8,27.0,383.0,10.5,112.5,101.5,53.7323,20.9417,186.3,242.5,8.3,119.8,46.4,128.5,74.8,168.9,337.4,40.3,17.6449,882.2560000000003,50.0,548.88,50.0,327.0,336.4486
134.499,35.0,121.5,31.0,535.0,0.7492,743.25,60.25,212.156,261.8,363.0,116.2,43.75,29.0,334.875,65.2,156.0,105.7,252.8,109.9,19.7,41.0,53.875,87.4,484.875,235.6,38.6,379.31300000000016,192.0,19.625,45.875,137.9,61.4,35.0,498.0,76.25,108.1,38.8,64.0,133.5,33.5,9.094,296.813,13.8,26.25,369.0,6.7,109.5,94.4,54.0488,22.1907,191.488,224.5,8.2,118.5,42.9,129.2,71.2,165.1,317.9,41.3,17.6449,865.337,50.0,540.3575,49.0,321.0,336.4486
122.375,27.4,121.5,29.5,579.5,0.7492,741.5,96.5,202.68,243.6,361.0,125.0,37.5,29.5,334.75,56.9,155.8,103.4,246.2,94.8,20.1,36.5,54.0,78.7,480.5,235.5,36.1,375.312,186.5,20.125,44.0,129.6,46.9,34.5,490.0,77.25,104.7,38.6,56.8,115.0,34.0,9.281,286.5,13.8,24.25,366.7,10.4,109.5,87.6,47.8661,21.7537,186.312,210.5,6.2,118.9,42.4,129.1,71.0,167.7,293.2,39.0,17.6449,861.4760000000001,40.0,539.476,48.0,304.0,336.4486
119.875,22.5,121.5,29.0,539.5,0.7492,724.0,86.0,203.156,241.8,351.0,126.6,37.5,24.5,331.875,54.2,155.3,103.2,246.0,83.9,20.0,38.5,54.25,67.9,481.25,234.8,36.2,371.875,187.0,21.125,42.625,130.7,37.7,35.0,489.5,76.25,102.8,37.0,45.4,113.0,32.75,8.844,287.75,13.6,19.75,368.5,10.6,108.0,78.4,36.437,19.4417,166.15,209.0,6.2,114.1,47.7,126.7,71.4,159.6,307.1,38.5,17.6449,856.753,40.0,545.143,48.0,303.0,336.4486
121.0,20.1,121.25,29.0,542.5,0.7492,723.25,81.25,205.672,241.2,347.0,127.8,37.25,24.0,332.125,51.6,155.4,104.6,248.8,78.7,20.7,39.5,53.75,60.4,479.625,231.0,36.1,370.25,188.5,20.375,45.0,132.9,37.9,34.5,489.5,75.0,102.5,35.2,37.6,114.0,32.75,9.593,289.125,13.4,16.375,368.5,10.6,109.0,70.0,34.688,20.0657,154.625,205.0,6.2,111.9,48.2,127.2,70.9,159.4,302.2,39.2,17.6449,858.544,40.0,528.2230000000002,48.0,301.0,336.4486
122.187,18.8,116.75,29.5,549.0,0.7492,720.75,77.5,208.188,241.2,347.0,127.6,38.0,24.0,333.75,47.8,155.5,106.7,250.8,75.0,20.6,39.0,53.75,59.5,481.375,227.8,36.0,379.125,188.0,19.125,45.875,130.2,41.0,34.5,492.5,76.0,102.7,36.6,34.5,115.75,32.5,9.125,300.5,13.6,16.625,366.7,10.6,111.0,64.9,32.25,20.2537,129.725,198.5,6.2,118.2,48.9,125.9,70.8,158.7,287.0,41.2,17.6449,851.563,40.0,520.284,47.0,302.0,336.4486
122.501,18.5,119.5,29.5,573.0,0.7492,733.0,77.5,208.25,242.2,351.0,129.8,37.25,24.5,333.0,47.3,154.9,119.4,248.8,70.7,22.0,37.0,53.5,54.0,483.125,230.3,38.5,374.68800000000016,192.0,20.875,47.625,133.2,32.0,34.5,492.0,75.5,100.2,34.3,33.2,110.25,33.75,9.125,283.812,13.6,14.875,369.3,10.5,110.0,61.8,30.875,20.5037,144.238,230.5,6.6,144.7,54.7,122.9,70.3,159.3,287.8,39.9,17.6449,849.203,40.0,520.753,48.0,301.0,336.4486
134.749,18.9,127.5,30.0,580.5,0.7492,767.25,94.25,215.726,278.4,354.0,127.6,39.25,23.75,349.5,47.3,156.1,140.8,247.7,76.2,22.0,39.0,57.5,63.2,498.0,240.4,47.4,379.562,187.0,21.063,55.375,144.1,32.5,38.5,501.5,75.0,100.7,42.2,33.1,123.0,44.25,8.75,291.375,13.7,14.625,389.7,10.4,117.5,58.5,31.562,23.5037,160.45,265.0,6.7,162.7,52.8,127.3,72.5,190.5,310.1,41.3,17.6449,846.924,40.0,533.125,47.0,304.0,336.4486
138.688,23.0,137.0,32.5,605.0,0.7492,802.0,108.25,230.274,329.0,374.0,123.8,40.75,30.0,351.375,48.1,162.2,179.7,258.1,107.8,22.0,45.5,69.125,70.0,502.625,259.8,53.4,398.125,188.0,19.812,60.25,141.4,50.0,49.5,503.5,77.5,102.6,51.2,33.6,129.0,57.25,11.532,286.063,15.6,14.625,433.9,11.1,121.5,106.3,32.5,25.7537,137.325,287.0,10.9,227.3,64.7,138.3,74.7,235.1,346.1,43.8,17.6449,861.535,40.0,549.024,48.0,312.0,336.4486
142.5,33.6,143.0,30.5,637.0,0.7492,883.5,118.0,237.601,396.4,440.0,126.2,43.0,31.0,350.625,54.2,183.0,236.3,288.5,128.7,22.6,44.0,77.625,80.7,508.5,274.4,58.7,421.93800000000016,223.5,21.563,62.5,155.7,53.7,57.5,508.5,81.5,115.3,52.0,47.5,134.75,77.5,12.718,291.437,17.0,16.0,437.8,15.8,123.0,110.5,34.438,23.3167,174.037,361.0,11.8,260.0,74.6,168.9,86.8,266.0,429.7,44.9,17.6449,901.857,50.0,650.307,58.0,360.0,336.4486
179.25,44.0,161.75,36.5,699.0,0.7492,915.25,120.5,244.68,489.4,448.0,133.2,50.75,34.25,364.625,62.6,194.8,303.4,322.7,129.2,25.4,43.0,97.75,85.6,541.75,301.1,71.1,456.125,230.5,29.187,81.375,162.2,65.3,69.5,518.0,84.75,126.4,71.1,62.6,152.25,113.0,17.469,301.75,17.7,23.375,482.8,20.5,149.0,137.1,44.125,28.1287,188.6,430.5,12.1,272.7,88.6,210.9,99.2,289.0,492.8,46.8,17.6449,982.159,60.0,694.459,84.0,461.0,336.4486
202.438,28.9,176.0,45.5,738.5,0.7492,985.0,130.25,283.305,539.0,468.0,148.8,82.25,40.75,400.0,66.0,209.0,338.8,335.8,113.7,32.9,51.5,116.375,78.4,588.375,324.0,79.1,498.375,256.5,31.063,99.875,168.3,63.8,82.5,556.0,92.25,130.9,76.9,66.6,200.0,116.5,21.656,314.188,18.4,23.375,525.6,19.1,174.0,131.0,47.25,33.0037,173.1,479.5,12.6,291.5,74.7,235.9,108.8,294.8,517.2,53.5,17.6449,1069.543,60.0,733.1560000000003,106.0,537.0,336.4486
214.624,29.0,178.25,50.0,752.0,0.7492,1020.75,136.75,302.687,565.4,481.0,148.0,102.0,46.5,443.875,66.5,211.4,350.0,338.0,108.2,34.1,59.0,128.25,68.2,626.75,333.1,79.4,529.937,264.0,34.937,103.0,175.8,63.9,88.0,577.0,95.5,149.9,85.6,68.2,223.0,102.0,21.125,319.937,19.4,23.625,547.8,19.7,188.0,106.9,49.5,39.1907,159.78799999999995,484.0,13.1,309.4,68.1,241.8,112.7,323.2,505.5,64.1,17.6449,1114.871,60.0,755.7719999999997,111.0,560.0,336.4486
212.751,34.7,183.25,52.5,764.5,0.7492,1045.0,143.0,304.18,553.6,492.0,145.6,109.75,46.0,452.25,70.8,207.3,344.2,356.4,117.7,33.2,65.0,139.5,77.8,633.5,330.7,79.9,531.125,324.0,43.438,98.25,173.4,60.2,94.5,620.0,96.25,142.1,84.9,72.0,237.0,93.5,24.75,336.375,18.7,24.625,551.8,17.8,193.5,109.8,46.812,41.2537,147.325,474.0,12.6,304.7,67.3,239.9,111.7,314.8,525.4,64.0,17.6449,1102.882,60.0,769.633,110.0,555.0,336.4486
218.875,40.1,188.75,52.5,765.5,0.7492,1053.25,138.5,309.094,561.6,499.0,144.0,107.25,49.25,443.625,83.5,208.0,350.6,343.6,123.5,32.9,68.0,140.625,73.2,638.375,333.7,79.3,531.125,285.0,45.375,102.5,167.6,62.3,94.5,627.5,97.0,142.4,91.1,86.7,241.25,104.0,23.719,344.25,18.5,28.0,558.4,16.9,197.5,120.2,50.563,44.6287,157.65,511.0,13.2,313.4,69.3,240.4,114.2,326.0,523.7,61.5,17.6449,1162.214,60.0,766.798,111.0,535.0,336.4486
217.187,35.3,183.5,52.0,753.0,0.7492,1060.75,139.25,326.32,550.6,505.0,165.0,100.25,49.25,455.375,79.2,203.8,346.1,341.7,135.2,29.9,72.5,140.625,84.4,631.625,326.8,79.5,529.25,304.0,45.937,107.5,172.4,68.0,95.0,598.0,100.5,151.2,88.2,83.6,227.5,128.25,20.625,341.0630000000001,18.4,32.125,552.1,17.0,195.5,122.1,51.75,44.5037,161.775,506.0,12.5,307.3,71.6,233.6,112.9,329.1,534.0,56.1,17.6449,1136.992,60.0,752.757,110.0,524.0,336.4486
215.687,35.8,186.0,52.0,753.5,0.7492,1075.0,141.75,329.219,536.4,515.0,150.4,105.0,51.0,453.875,76.4,201.7,326.1,348.2,140.6,31.6,73.5,140.5,84.5,632.125,324.8,76.9,556.625,296.0,42.938,93.875,170.4,61.2,91.0,601.0,101.5,143.1,89.5,73.2,229.75,128.5,21.094,352.0,18.7,31.5,567.4,18.3,193.5,116.1,49.75,48.6287,175.83700000000005,479.5,12.1,290.5,71.9,228.6,114.1,304.6,521.2,65.8,17.6449,1146.505,60.0,751.71,111.0,539.0,336.4486
217.001,37.4,191.25,51.0,738.5,0.7492,1091.25,145.25,336.64,521.0,529.0,151.2,110.5,46.5,447.0,70.0,199.7,325.5,356.6,154.3,30.5,76.5,138.875,85.9,639.625,330.4,75.4,538.25,294.0,41.25,94.875,165.4,69.6,91.5,618.0,100.5,140.8,85.1,79.3,224.5,101.0,20.906,345.75,18.5,27.375,543.5,17.8,194.5,145.5,53.437,48.0037,157.91299999999995,466.5,12.9,284.6,68.6,224.5,111.1,274.5,485.7,61.8,17.6449,1114.146,60.0,752.915,109.0,526.0,336.4486
195.562,38.8,184.0,49.0,708.5,0.7492,1080.0,148.5,337.891,492.8,530.0,141.4,115.5,48.0,445.625,77.0,187.9,300.3,327.4,166.2,26.3,74.0,132.0,82.9,649.625,309.4,72.2,522.625,268.0,38.062,89.875,153.9,65.3,89.5,600.5,99.0,140.3,76.8,84.5,211.25,105.0,21.094,332.875,17.9,24.75,511.5,14.9,194.0,149.7,52.375,47.1287,173.437,479.5,12.9,277.5,64.2,214.9,105.5,263.9,466.1,58.7,17.6449,1122.616,60.0,726.421,105.0,514.0,336.4486
191.812,54.1,178.25,41.5,659.0,0.7492,1025.5,136.5,319.273,443.4,504.0,135.2,101.75,44.0,432.375,76.4,175.3,251.6,311.6,157.6,21.1,66.5,118.375,96.1,611.25,291.6,59.9,517.5,239.0,34.438,82.375,149.2,82.0,79.5,581.5,90.25,141.3,70.9,101.2,198.0,92.5,17.375,328.5,17.1,32.0,481.7,9.1,178.0,162.5,61.688,43.7537,199.85,443.0,12.3,236.5,62.5,198.0,101.1,248.0,438.8,55.1,17.6449,1071.749,60.0,666.316,94.0,476.0,336.4486
194.375,58.2,166.5,38.0,645.5,0.7492,948.25,123.25,297.211,375.2,465.0,132.2,87.0,38.75,412.75,81.4,167.0,191.1,300.7,164.2,20.2,62.5,99.75,98.1,581.25,283.1,51.2,503.56300000000016,228.0,30.187,76.25,145.9,85.3,66.0,560.0,89.5,124.0,55.7,104.5,181.25,75.75,13.531,324.875,14.9,39.75,453.1,3.1,168.0,153.2,54.3654,40.1917,197.5,402.5,11.4,222.2,61.0,161.5,93.0,220.5,407.1,48.4,17.6449,987.179,60.0,613.433,78.0,423.0,336.4486
184.188,53.7,150.75,36.5,641.5,0.7492,842.0,106.5,277.086,329.2,404.0,129.6,81.75,34.25,386.75,83.0,164.5,141.2,279.7,149.6,19.2,60.0,91.125,103.6,556.75,261.2,46.4,456.062,214.5,26.875,67.75,144.7,81.6,61.5,538.0,82.75,117.8,50.0,98.0,163.75,67.5,12.656,324.187,14.7,35.0,427.9,2.9,159.0,110.1,54.3654,35.9407,207.275,370.0,10.3,209.2,60.9,146.1,83.6,201.9,388.3,41.2,17.6449,944.3,60.0,603.991,72.0,376.0,336.4486
168.937,51.0,147.25,36.0,602.5,0.7492,787.5,97.75,249.633,306.6,380.0,126.0,81.0,31.5,372.625,85.1,159.7,122.0,263.9,137.6,17.8,47.5,82.5,100.7,537.0,247.9,44.4,428.25,202.5,24.875,64.25,148.0,76.1,56.0,528.0,80.75,113.6,37.5,96.2,155.0,65.75,10.875,332.125,14.4,34.875,407.8,2.9,133.0,102.8,54.3654,29.6917,212.638,322.5,9.1,168.9,50.7,142.2,77.4,183.0,386.8,37.8,17.6449,900.967,60.0,559.7040000000002,67.0,363.0,336.4486
160.813,47.2,126.0,34.0,577.0,0.7492,773.0,99.0,225.32,288.8,379.0,112.4,79.0,30.5,355.5,78.6,159.4,110.2,263.3,131.9,17.8,45.5,68.75,90.4,507.125,241.0,42.6,399.625,200.5,21.563,56.75,142.1,80.7,43.5,513.0,80.5,110.5,36.8,77.2,148.5,56.25,9.907,310.938,14.3,34.875,393.0,2.9,116.0,102.4,54.3654,25.8787,209.637,276.0,8.8,129.5,42.2,141.2,74.2,179.0,364.3,35.6,17.6449,889.7810000000003,50.0,538.684,56.0,350.0,336.4486
143.813,41.6,123.75,31.0,552.5,0.7492,746.0,84.5,215.227,279.2,366.0,111.2,54.0,30.75,341.375,73.4,156.2,114.0,264.1,123.8,19.0,42.0,58.75,89.0,501.5,243.0,41.8,385.0,195.5,20.125,52.0,141.6,70.5,36.0,508.0,79.75,108.7,39.4,71.6,143.5,42.5,9.093,315.562,13.7,30.25,386.2,2.9,114.0,99.9,54.3654,25.6287,193.3,244.5,8.4,127.1,41.8,132.5,71.7,162.2,329.9,39.6,17.6449,873.919,50.0,541.9209999999998,49.0,335.0,336.4486
133.936,34.4,117.75,29.5,537.0,0.7492,741.0,58.0,213.797,272.4,354.0,106.2,45.5,29.25,336.625,65.4,148.7,106.1,261.4,114.3,19.5,38.5,55.25,84.4,492.125,236.7,39.7,380.5,201.0,19.937,44.125,148.3,72.3,37.0,500.0,78.0,109.1,37.5,66.0,142.75,33.75,9.032,304.313,13.8,27.375,371.0,4.7,109.5,92.9,53.9117,24.8787,202.9,235.0,8.7,123.6,45.3,132.2,70.0,160.7,286.9,44.8,17.6449,876.6205,40.0,541.8155,51.0,322.0,336.4486
137.126,26.3,119.5,30.5,534.0,0.7492,737.75,83.75,211.805,271.8,357.0,98.4,50.5,28.0,339.625,57.5,153.4,100.8,275.0,95.6,17.5,36.0,51.0,75.4,490.125,244.0,40.8,385.75,192.0,18.937,47.125,139.7,49.9,35.0,491.5,77.75,111.6,38.3,55.4,150.5,33.0,9.187,306.312,14.2,23.375,375.3,2.9,112.0,88.8,46.8697,23.6287,180.85,240.0,7.7,133.9,44.7,129.9,68.6,160.0,321.3,39.3,17.6449,847.357,40.0,535.531,47.0,329.0,336.4486
133.562,21.2,118.75,29.0,539.5,0.7492,729.75,63.5,204.672,274.8,359.0,99.6,50.5,23.25,336.875,54.6,151.5,100.9,274.3,87.2,17.4,35.5,49.5,67.0,489.5,245.0,40.9,378.875,192.5,19.063,44.625,140.9,37.7,33.5,493.5,76.75,109.8,33.2,45.0,151.0,30.5,8.75,308.813,14.3,20.125,367.9,2.8,112.0,84.4,34.5,21.1917,183.6,237.5,6.5,123.8,43.5,127.8,67.6,161.2,308.2,39.4,17.6449,836.7510000000003,40.0,530.435,48.0,312.0,336.4486
124.875,18.3,118.0,29.5,532.5,0.7492,713.0,68.5,203.656,275.2,344.0,98.6,49.25,21.5,334.0,53.5,152.0,102.3,278.8,78.7,16.8,36.0,48.0,61.8,484.5,241.9,41.1,378.18800000000016,190.5,20.562,43.75,141.0,34.2,33.5,489.5,75.75,106.3,35.6,44.1,150.25,31.0,9.25,313.75,14.3,16.0,366.2,3.0,110.5,82.2,31.438,20.7537,175.125,235.0,6.7,121.0,47.3,125.6,67.2,153.4,313.8,41.7,17.6449,830.11,30.0,519.111,47.0,316.0,336.4486
125.0,16.8,119.75,29.5,541.5,0.7492,718.5,64.25,202.305,278.0,355.0,98.6,44.75,22.25,334.25,52.5,150.7,104.3,279.5,75.1,17.7,36.5,48.25,61.5,484.5,243.8,41.1,368.937,196.0,19.813,45.0,141.9,36.0,33.5,489.0,74.25,104.4,34.1,38.0,147.5,30.75,8.907,307.125,14.2,15.625,366.8,2.8,111.0,79.0,30.687,20.4407,160.66299999999995,228.0,6.4,130.4,53.1,127.7,67.7,154.7,300.6,43.0,17.6449,826.4680000000003,40.0,508.461,48.0,314.0,336.4486
126.125,16.6,120.25,29.5,546.0,0.7492,717.5,67.25,202.296,277.8,346.0,100.6,40.25,22.25,336.0,52.9,150.4,116.5,271.8,73.0,16.8,39.0,47.125,60.2,490.125,249.1,42.0,371.125,191.5,19.187,46.25,142.2,33.8,32.5,481.5,74.5,103.2,33.3,35.8,152.75,30.75,8.406,302.812,14.2,15.5,371.7,2.9,112.0,70.9,28.75,21.5667,158.1,256.5,6.8,155.3,54.7,127.7,67.3,152.4,302.4,43.7,17.6449,824.905,40.0,508.06,48.0,317.0,336.4486
147.5,19.0,127.5,29.0,544.5,0.7492,759.0,85.75,211.774,304.4,362.0,102.8,42.0,22.5,344.875,51.7,151.9,136.9,271.5,85.2,17.1,37.5,51.375,65.9,501.75,254.6,46.0,382.81300000000016,192.0,19.75,54.5,149.4,32.5,37.5,493.0,74.5,103.5,41.1,33.6,161.5,43.25,12.406,305.813,14.2,16.125,387.3,2.8,119.0,76.1,30.563,25.3157,165.15,285.0,7.1,173.7,55.9,129.6,69.3,178.7,309.6,44.0,17.6449,819.7330000000003,40.0,520.319,49.0,314.0,336.4486
150.438,21.7,138.0,30.5,555.0,0.7492,790.5,105.5,218.625,356.0,374.0,100.4,44.75,28.5,349.875,53.5,148.2,177.0,266.3,106.8,18.5,43.0,65.625,70.9,507.375,270.1,50.0,398.687,196.0,20.563,57.375,150.6,35.5,49.5,499.5,76.25,99.7,54.6,34.7,173.5,56.5,14.125,305.312,16.6,15.0,426.6,3.4,121.5,120.9,30.437,26.3167,173.612,296.5,10.8,221.0,57.4,135.8,78.3,218.9,369.5,48.0,17.6449,824.1389999999999,40.0,562.039,50.0,330.0,336.4486
149.687,29.7,141.25,33.5,587.5,0.7492,877.25,100.75,232.523,400.6,454.0,86.2,48.75,32.0,353.625,58.3,169.2,244.9,320.9,129.5,17.3,41.5,75.5,88.5,517.375,280.6,55.1,424.93800000000016,213.5,23.75,63.75,162.5,58.5,57.0,503.0,75.25,110.9,50.5,47.3,176.0,68.5,12.094,317.063,19.0,17.25,445.3,15.4,124.5,122.0,34.063,26.0037,190.1,383.0,11.7,245.7,66.4,163.9,87.8,252.0,431.6,48.6,17.6449,876.007,60.0,641.768,71.0,375.0,336.4486
166.25,36.5,167.75,36.0,652.5,0.7492,927.5,102.75,232.368,497.0,463.0,95.0,62.25,36.75,365.625,60.2,195.4,309.1,323.4,125.8,21.0,43.0,95.25,83.5,537.625,298.2,69.1,444.937,240.0,27.687,73.25,181.1,65.0,68.5,530.0,80.0,123.8,70.5,62.2,185.5,100.25,14.969,314.562,18.4,23.5,472.6,20.2,151.0,143.6,45.437,29.5037,195.375,428.5,11.6,284.4,75.6,198.8,97.3,254.2,472.1,50.7,17.6449,980.131,50.0,688.71,96.0,505.0,336.4486
192.688,35.9,180.5,44.0,697.5,0.7492,994.5,113.25,252.445,559.2,490.0,100.6,77.75,42.75,406.0,61.7,205.3,351.1,346.6,124.1,26.8,51.0,112.625,86.0,590.625,317.9,75.9,494.81300000000016,253.5,32.75,86.0,186.5,65.5,81.0,574.0,85.0,136.0,77.5,65.3,235.25,86.25,16.75,324.063,18.4,24.375,513.0,21.7,177.0,140.9,42.438,36.6907,188.15,486.0,11.3,290.4,74.3,229.9,108.2,292.8,495.2,62.1,17.6449,1058.173,60.0,725.5830000000003,110.0,542.0,336.4486
204.75,27.3,189.75,49.0,708.0,0.7492,1055.0,123.75,278.976,571.6,515.0,110.8,91.5,47.75,434.0,65.3,208.8,367.5,358.4,119.3,29.5,57.5,128.5,78.0,620.25,331.0,76.9,532.812,263.0,38.75,91.75,197.4,67.7,87.5,584.5,95.0,136.9,84.5,61.4,252.75,94.5,18.562,331.0619999999999,18.7,22.875,539.1,21.5,187.5,105.0,46.125,49.0037,195.738,474.0,12.3,295.6,67.5,254.6,112.6,314.3,499.1,62.0,17.6449,1080.4589999999996,60.0,743.23,113.0,537.0,336.4486
207.624,33.5,202.25,52.5,727.5,0.7492,1078.75,127.75,305.391,562.2,526.0,116.4,95.25,46.75,462.625,67.3,206.8,348.2,396.1,132.4,27.5,55.5,131.125,75.6,644.5,331.6,77.1,551.938,274.5,40.188,93.375,193.9,62.5,86.0,624.5,97.75,134.7,80.2,64.4,260.25,97.0,19.719,343.125,18.6,25.25,568.2,22.4,193.5,106.4,44.125,47.3167,174.85,467.5,12.5,309.8,65.7,245.8,112.5,301.4,494.1,64.0,17.6449,1106.878,60.0,769.078,111.0,556.0,336.4486
207.625,35.2,199.25,52.0,728.5,0.7492,1085.25,133.25,308.492,571.6,530.0,119.0,96.75,46.75,457.75,69.7,207.7,328.7,376.1,112.7,30.0,61.0,126.375,72.1,649.875,336.8,78.7,554.062,351.0,40.75,91.75,193.3,79.0,84.5,623.5,100.0,134.5,85.2,75.0,268.75,94.25,19.219,340.25,19.1,23.5,553.4,21.0,194.0,112.8,47.375,46.2537,186.275,494.0,12.3,309.7,66.4,249.5,112.0,307.3,516.6,65.6,17.6449,1101.988,60.0,759.03,112.0,537.0,336.4486
201.75,31.8,193.0,54.5,754.5,0.7492,1082.0,137.5,314.188,556.6,530.0,119.4,96.75,47.5,453.125,67.0,197.3,333.5,388.6,113.6,31.6,65.5,130.875,65.6,652.625,335.1,78.1,555.125,303.5,41.625,96.375,193.2,87.8,87.5,607.5,99.25,133.5,82.6,70.6,275.0,97.75,18.218,355.0,19.2,31.0,548.9,19.8,193.5,113.2,49.0,46.1907,171.662,487.5,12.4,306.6,72.8,259.4,114.7,311.3,515.0,68.7,17.6449,1118.622,60.0,752.954,112.0,545.0,336.4486
201.75,27.7,189.5,55.0,762.5,0.7492,1079.0,136.0,320.172,549.6,525.0,121.0,103.5,48.5,449.125,68.1,190.5,330.8,376.0,109.9,32.4,59.0,136.75,72.3,655.25,326.1,76.8,569.875,334.0,39.75,91.625,195.2,80.5,88.0,602.5,104.25,128.8,84.6,64.1,263.25,94.5,19.875,346.75,18.8,22.375,560.4,19.6,192.0,107.0,48.75,46.0037,181.825,468.5,12.3,289.4,69.0,249.7,113.6,275.7,485.1,72.6,17.6449,1123.7089999999996,60.0,742.293,111.0,544.0,336.4486
200.438,26.7,181.5,55.0,730.5,0.7492,1085.0,135.75,319.0540000000001,547.4,526.0,121.8,112.25,48.0,450.625,68.0,186.2,328.8,358.6,127.7,32.8,60.0,140.375,78.6,667.75,318.7,76.0,557.688,319.5,35.937,90.75,188.0,85.8,91.0,592.5,101.75,147.9,86.3,66.0,256.0,97.75,29.063,337.3130000000001,18.0,24.375,546.1,17.5,190.0,134.0,46.312,45.2537,202.275,454.0,11.8,285.7,67.5,234.5,113.6,256.1,479.2,73.5,17.6449,1125.182,50.0,744.822,110.0,541.0,336.4486
